Mon Jul 28 16:31:13 2025    timing.txt

         217305285 function calls (215635255 primitive calls) in 129.647 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 channel_bindings.py:55(GssChannelBindings)
        4    0.000    0.000    0.000    0.000 pythonmpq.py:194(__neg__)
        9    0.000    0.000    0.000    0.000 symbol.py:432(free_symbols)
        1    0.000    0.000    0.000    0.000 continued_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 free_groups.py:342(FreeGroupElement)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
       37    0.000    0.000    0.000    0.000 relational.py:181(lhs)
       33    0.000    0.000    0.000    0.000 results.py:26(__init__)
        3    0.000    0.000    0.000    0.000 lazy_tester.py:333(__init__)
        1    0.000    0.000    0.000    0.000 dagdepnode.py:21(DAGDepNode)
        1    0.000    0.000    0.000    0.000 widgets.py:2092(_SelectorWidget)
        7    0.000    0.000    0.000    0.000 complexes.py:623(_eval_is_integer)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 x.py:531(__init__)
        2    0.000    0.000    0.000    0.000 _pyio.py:1223(__init__)
        1    0.000    0.000    0.000    0.000 modularinteger.py:15(ModularInteger)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        1    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        1    0.000    0.000    0.000    0.000 fake_almaden.py:21(FakeAlmadenV2)
        2    0.000    0.000    0.000    0.000 basic.py:1412(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 repr.py:18(ReprPrinter)
       33    0.000    0.000    0.000    0.000 _generate_schema.py:2564(__init__)
        1    0.000    0.000    0.000    0.000 register.py:26(Register)
        1    0.000    0.000    0.000    0.000 i.py:52(__init__)
       15    0.000    0.000    0.000    0.000 _generate_schema.py:2516(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:1663(CertificateIssuer)
        1    0.000    0.000    0.000    0.000 figure.py:3332(<lambda>)
        1    0.000    0.000    0.000    0.000 ast.py:1366(Attribute)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        1    0.000    0.000    0.000    0.000 polygon.py:28(Polygon)
       12    0.000    0.000    0.000    0.000 qpd_basis.py:74(num_qubits)
        6    0.000    0.000    0.000    0.000 complexes.py:636(_eval_is_rational)
        1    0.000    0.000    0.000    0.000 token_manager.py:31(TokenManager)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 passmanager.py:350(_validate_stages)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
        1    0.000    0.000    0.000    0.000 complexfield.py:14(ComplexField)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.000    0.000 aer_densitymatrix.py:31(AerDensityMatrix)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3258(update)
       20    0.000    0.000    0.000    0.000 readout_error.py:110(number_of_qubits)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:929(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'get_edge_data' of 'rustworkx.PyDiGraph' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 scalar_op.py:29(ScalarOp)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 _kerberos.py:1178(EncryptedData)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 widgets.py:3727(PolygonSelector)
        1    0.000    0.000    0.000    0.000 figure.py:2214(SubFigure)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:143(__int__)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 extensions.py:1591(IssuerAlternativeName)
        1    0.000    0.000    0.000    0.000 rust.py:219(RustCodePrinter)
        2    0.000    0.000    0.000    0.000 traceback.py:328(__getitem__)
       32    0.000    0.000    0.000    0.000 decorators.py:184(sympify_return)
       42    0.000    0.000    0.000    0.000 decompose.py:123(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 functional_validators.py:226(_from_decorator)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 h.py:28(HGate)
        1    0.000    0.000    0.000    0.000 s.py:177(__init__)
        1    0.000    0.000    0.000    0.000 t.py:105(TdgGate)
        1    0.000    0.000    0.000    0.000 pydoc.py:1254(TextDoc)
        2    0.000    0.000    0.000    0.000 _pyio.py:1272(flush)
        1    0.000    0.000    0.000    0.000 aer_statevector.py:28(AerStatevector)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 drawings.py:169(BoxData)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:10(ArrayComprehension)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:42(CircuitScopeInterface)
        1    0.000    0.000    0.000    0.000 formal.py:974(FormalPowerSeries)
       31    0.000    0.000    0.000    0.000 wrapper.py:51(make_eval_method)
       14    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
        4    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 case_management_v1.py:693(Attachment)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
       30    0.000    0.000    0.000    0.000 results.py:263(__contains__)
        1    0.000    0.000    0.000    0.000 rootoftools.py:1048(RootSum)
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
        1    0.000    0.000    0.000    0.000 {method 'has_entry' of 'qiskit._accelerate.equivalence.BaseEquivalenceLibrary' objects}
        2    0.000    0.000    0.000    0.000 z.py:245(__eq__)
       10    0.000    0.000    0.000    0.000 backend_properties.py:436(t2)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:2907(AssignmentTemplateDetails)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:359(_mpc)
        2    0.000    0.000    0.000    0.000 linecache.py:161(lazycache)
       16    0.000    0.000    0.000    0.000 options.py:165(_set_if_exists)
       38    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
       30    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
       33    0.000    0.000    0.000    0.000 enum.py:180(__init__)
       22    0.000    0.000    0.000    0.000 _base.py:326(_setdefaults)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       13    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 x.py:950(C4XGate)
        2    0.000    0.000    0.000    0.000 backend.py:389(operation_names)
        8    0.000    0.000    0.000    0.000 pauli_feature_map.py:583(basis_change)
        1    0.000    0.000    0.000    0.000 base_state_fidelity.py:29(BaseStateFidelity)
        1    0.000    0.000    0.000    0.000 algorithms.py:711(OKPAlgorithm)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:5930(Role)
        7    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        1    0.000    0.000    0.000    0.000 polytools.py:7359(GroebnerBasis)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:14(GaussianElement)
        1    0.000    0.000    0.000    0.000 numpy.py:317(SciPyPrinter)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1370(_find_parent_path_names)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       47    0.000    0.000    0.000    0.000 _pyio.py:465(closed)
        1    0.000    0.000    0.000    0.000 x.py:885(__init__)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_athens.py:21(FakeAthensV2)
        1    0.000    0.000    0.000    0.000 axis.py:2604(YAxis)
       28    0.000    0.000    0.000    0.000 multiarray.py:363(where)
        1    0.000    0.000    0.000    0.000 builder.py:300(ControlFlowBuilderBlock)
        1    0.000    0.000    0.000    0.000 strategies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_ourense.py:21(FakeOurenseV2)
        1    0.000    0.000    0.000    0.000 __init__.py:1299(get_backend)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        1    0.000    0.000    0.000    0.000 colors.py:2118(Normalize)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        2    0.000    0.000    0.000    0.000 fixed_point.py:28(__init__)
        6    0.000    0.000    0.000    0.000 add.py:33(_addsort)
       20    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
       24    0.000    0.000    0.000    0.000 _base.py:855(<genexpr>)
        1    0.000    0.000    0.000    0.000 barrier.py:35(__init__)
        1    0.000    0.000    0.000    0.000 sx.py:174(__init__)
        1    0.000    0.000    0.000    0.000 z2_symmetries.py:29(Z2Symmetries)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 ibm_cloud_shell_v1.py:198(AccountSettings)
        1    0.000    0.000    0.000    0.000 collections.py:1773(EventCollection)
        1    0.000    0.000    0.000    0.000 binrel.py:15(BinaryRelation)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:199(ExprWithLimits)
        3    0.000    0.000    0.000    0.000 instruction_schedule_map.py:66(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:98(TraceAdapter)
        1    0.000    0.000    0.000    0.000 observable_grouping.py:128(CommutingObservableGroup)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 annotated_operation.py:60(AnnotatedOperation)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 enterprise_management_v1.py:1654(CreateAccountResponse)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _utils.py:145(ValueItems)
        1    0.000    0.000    0.000    0.000 types.py:1716(SecretBytes)
        1    0.000    0.000    0.000    0.000 fake_armonk.py:21(FakeArmonkV2)
        1    0.000    0.000    0.000    0.000 cloud_backend.py:22(CloudBackend)
       30    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:173(<lambda>)
        5    0.000    0.000    0.000    0.000 {method 'remove_op_node' of 'qiskit._accelerate.circuit.DAGCircuit' objects}
        6    0.000    0.000    0.000    0.000 threading.py:315(_acquire_restore)
        6    0.000    0.000    0.000    0.000 __init__.py:732(__new__)
       19    0.000    0.000    0.000    0.000 printer.py:283(order)
        1    0.000    0.000    0.000    0.000 gate.py:25(Gate)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        2    0.000    0.000    0.000    0.000 axis.py:753(get_transform)
        1    0.000    0.000    0.000    0.000 cnf.py:270(CNF)
        1    0.000    0.000    0.000    0.000 pointers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 depth.py:21(__init__)
        1    0.000    0.000    0.000    0.000 ed448.py:14(Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 core.py:6726(MaskedConstant)
        1    0.000    0.000    0.000    0.000 fake_auckland.py:22(FakeAuckland)
        1    0.000    0.000    0.000    0.000 fake_kyiv.py:21(FakeKyiv)
        1    0.000    0.000    0.000    0.000 transforms.py:2331(CompositeGenericTransform)
       21    0.000    0.000    0.000    0.000 core.py:3872(recurse)
        4    0.000    0.000    0.000    0.000 core.py:5178(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 factorials.py:36(factorial)
        1    0.000    0.000    0.000    0.000 rref.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:21(SparseRepMatrix)
       15    0.000    0.000    0.000    0.000 _context.py:52(wrap_system_error)
       22    0.000    0.000    0.000    0.000 symbol.py:785(<genexpr>)
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 i.py:21(IGate)
        1    0.000    0.000    0.000    0.000 stinespring.py:41(Stinespring)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 extension.py:77(ExtensionManager)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 base.py:165(RevokedCertificate)
       17    0.000    0.000    0.000    0.000 _generate_schema.py:2573(get)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 data_bin.py:32(DataBin)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       11    0.000    0.000    0.000    0.000 ctx_iv.py:293(__new__)
        1    0.000    0.000    0.000    0.000 realfield.py:13(RealField)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
       12    0.000    0.000    0.000    0.000 domain.py:462(of_type)
       39    0.000    0.000    0.000    0.000 backend_converter.py:227(<genexpr>)
        5    0.000    0.000    0.000    0.000 threading.py:1427(current_thread)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.000    0.000 partner_management_v1.py:994(MetricUsage)
        1    0.000    0.000    0.000    0.000 core.py:1363(make_mask_descr)
        2    0.000    0.000    0.000    0.000 core_schema.py:2088(with_info_after_validator_function)
        1    0.000    0.000    0.000    0.000 stylesheet.py:45(QiskitTimelineStyle)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
